,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
1419,Chennai,2007,82000,Petrol,Manual,Second,5.0,1.35,17.48,1086.0,62.3,Hyundai Santro
1421,Delhi,2014,77000,Petrol,Manual,First,5.0,2.8,23.1,998.0,67.04,Maruti Celerio
1422,Mumbai,2014,54890,Petrol,Manual,Second,5.0,2.45,17.8,1199.0,76.8,Chevrolet Beat
1423,Pune,2016,21000,Petrol,Automatic,First,5.0,6.35,19.0,1199.0,88.7,Honda Jazz
1424,Mumbai,2009,58557,Diesel,Automatic,Third,5.0,8.0,16.07,1995.0,181.0,BMW 3 Series
1425,Bangalore,2014,70000,Diesel,Manual,First,5.0,8.25,19.01,1461.0,108.45,Renault Duster
1426,Mumbai,2017,16000,Petrol,Automatic,First,5.0,5.95,17.01,1499.0,110.4,Ford Figo
1427,Kochi,2018,8899,Diesel,Manual,First,7.0,19.92,13.68,2393.0,147.8,Toyota Innova
1428,Kochi,2016,83629,Diesel,Manual,First,5.0,3.15,25.44,936.0,56.3,Chevrolet Beat
1429,Chennai,2014,35059,Petrol,Automatic,First,4.0,5.75,17.21,1798.0,189.0,Volkswagen Polo
1430,Kochi,2018,30552,Diesel,Automatic,First,7.0,32.44,10.91,3198.0,197.2,Ford Endeavour
1431,Kochi,2016,44875,Diesel,Automatic,Second,5.0,8.01,22.32,1582.0,126.32,Hyundai Verna
1432,Coimbatore,2017,25095,Petrol,Manual,First,5.0,6.48,18.16,1196.0,86.8,Ford Figo
1434,Kolkata,2014,36000,Diesel,Manual,First,5.0,5.0,26.0,1498.0,98.6,Honda City
1435,Mumbai,2012,37000,Diesel,Manual,First,7.0,7.75,16.0,2179.0,140.0,Mahindra XUV500
1436,Chennai,2010,90000,Diesel,Manual,First,5.0,2.6,20.0,1399.0,68.0,Ford Figo
1437,Pune,2018,17000,Petrol,Manual,First,5.0,9.2,17.0,1497.0,121.36,Ford EcoSport
1438,Mumbai,2015,42575,Petrol,Manual,First,5.0,5.05,18.6,1197.0,81.83,Hyundai i20
1439,Hyderabad,2012,131000,Diesel,Manual,First,7.0,9.6,12.99,2494.0,100.0,Toyota Innova
1440,Mumbai,2013,74000,Diesel,Manual,First,5.0,5.5,20.46,1461.0,83.8,Renault Duster
1441,Mumbai,2013,47234,Diesel,Manual,First,8.0,9.35,12.99,2494.0,100.6,Toyota Innova
1442,Delhi,2009,231673,Petrol,Manual,First,5.0,2.6,17.0,1497.0,118.0,Honda City
1443,Hyderabad,2016,10000,Petrol,Manual,First,5.0,3.5,24.07,998.0,67.1,Maruti Alto
1444,Kochi,2016,49389,Petrol,Manual,First,5.0,4.26,19.49,1198.0,67.04,Nissan Micra
1445,Chennai,2016,12000,Petrol,Automatic,Second,5.0,4.25,23.1,998.0,67.04,Maruti Celerio
1446,Hyderabad,2010,65000,Petrol,Manual,Second,5.0,11.75,11.7,1796.0,178.0,Mercedes-Benz New C-Class
1447,Chennai,2013,177000,Diesel,Manual,First,5.0,3.5,23.5,1498.0,88.7,Ford Fiesta
1448,Jaipur,2015,89000,Petrol,Manual,First,5.0,7.5,17.01,1591.0,121.3,Hyundai Verna
1449,Chennai,2009,72000,Petrol,Automatic,Third,5.0,3.25,15.0,1396.0,100.0,Hyundai i20
1450,Chennai,2012,49000,Petrol,Manual,First,5.0,4.9,17.5,1298.0,85.8,Maruti Swift
1451,Hyderabad,2014,51355,Diesel,Automatic,First,5.0,27.0,14.84,2143.0,170.0,Mercedes-Benz New C-Class
1453,Kochi,2014,35642,Petrol,Automatic,First,5.0,6.69,17.01,1591.0,121.4,Hyundai Verna
1455,Mumbai,2010,93000,Petrol,Manual,First,5.0,4.5,14.28,1798.0,138.03,Toyota Corolla
1457,Kolkata,2012,32048,Diesel,Manual,First,5.0,2.4,23.08,1461.0,63.1,Nissan Micra
1458,Pune,2013,4700,Petrol,Manual,First,4.0,1.2,25.4,624.0,37.48,Tata Nano
1459,Delhi,2014,71800,Diesel,Manual,First,5.0,2.9,23.4,1248.0,74.0,Maruti Swift
1461,Ahmedabad,2016,45000,Diesel,Automatic,First,5.0,27.0,17.32,1968.0,184.0,Audi Q3
1462,Chennai,2016,15388,Diesel,Manual,First,5.0,7.5,25.8,1498.0,98.6,Honda Amaze
1464,Hyderabad,2016,43000,Diesel,Automatic,First,5.0,39.5,14.16,1968.0,174.3,Audi Q5
1465,Hyderabad,2012,85112,Diesel,Manual,First,5.0,3.39,23.2,1248.0,73.94,Maruti Ritz
1466,Kochi,2018,37804,Diesel,Manual,First,7.0,12.4,15.4,2179.0,120.0,Mahindra Scorpio
1467,Chennai,2014,45000,Diesel,Manual,First,5.0,6.85,28.09,1248.0,88.5,Maruti Ciaz
1468,Pune,2011,116000,Diesel,Manual,Second,5.0,5.75,21.43,1364.0,138.0,Toyota Corolla
1469,Chennai,2015,100073,Diesel,Manual,Second,5.0,2.0,25.0,1396.0,69.0,Tata Indica
1471,Kolkata,2015,22000,Petrol,Manual,First,5.0,3.8,16.47,1198.0,74.0,Volkswagen Polo
1472,Delhi,2017,9500,Petrol,Automatic,First,5.0,16.35,14.62,1999.0,149.92,Hyundai Elantra
1473,Hyderabad,2012,152000,Diesel,Automatic,First,7.0,16.5,11.5,2982.0,169.0,Toyota Fortuner
1474,Coimbatore,2019,17705,Petrol,Manual,First,5.0,8.7,21.4,1197.0,83.1,Maruti Baleno
1475,Mumbai,2016,12000,Petrol,Manual,First,5.0,6.1,21.4,1197.0,83.1,Maruti Baleno
1478,Delhi,2015,51000,Petrol,Manual,First,5.0,2.65,20.92,998.0,67.1,Maruti Alto
1479,Kochi,2017,42527,Petrol,Manual,First,5.0,5.27,20.4,1197.0,81.8,Maruti Swift
1481,Kolkata,2011,70000,Diesel,Manual,First,8.0,6.0,12.8,2494.0,102.0,Toyota Innova
1482,Mumbai,2009,92000,Diesel,Manual,First,7.0,8.9,11.5,2982.0,171.0,Toyota Fortuner
1483,Hyderabad,2012,57156,Diesel,Automatic,Second,5.0,18.0,18.88,1995.0,184.0,BMW 3 Series
1484,Coimbatore,2016,53211,Petrol,Manual,First,5.0,11.64,16.8,1395.0,138.02,Skoda Octavia
1485,Kolkata,2019,80000,Diesel,Manual,First,7.0,8.99,11.5,2982.0,171.0,Toyota Fortuner
1486,Bangalore,2009,74000,Diesel,Automatic,First,5.0,5.25,15.5,1896.0,105.0,Volkswagen Jetta
1487,Kolkata,2011,37000,Diesel,Manual,First,5.0,2.95,23.0,1396.0,90.0,Hyundai i20
1489,Pune,2013,57197,Petrol,Manual,First,5.0,4.0,15.04,1598.0,103.6,Volkswagen Vento
1490,Chennai,2016,55000,Diesel,Automatic,First,5.0,12.5,17.6,1582.0,126.2,Hyundai Creta
1491,Mumbai,2014,33000,Petrol,Manual,First,5.0,3.25,21.1,1197.0,85.8,Maruti Ritz
1492,Delhi,2008,70000,Petrol,Manual,First,5.0,4.0,13.1,1997.0,141.1,Honda CR-V
1493,Delhi,2012,75000,Diesel,Manual,Second,7.0,6.25,15.1,2179.0,140.0,Mahindra XUV500
1495,Kolkata,2015,7445,Petrol,Manual,First,5.0,5.0,17.57,1193.0,88.7,Tata Zest
1497,Kochi,2018,28321,Petrol,Automatic,First,5.0,17.49,14.28,1798.0,138.03,Toyota Corolla
1499,Mumbai,2007,80000,Petrol,Automatic,First,5.0,3.0,11.1,2354.0,142.0,Honda Accord
1500,Delhi,2014,42365,Petrol,Manual,First,5.0,5.5,17.0,1197.0,80.0,Hyundai i20
1501,Delhi,2013,123000,Diesel,Automatic,First,7.0,16.5,12.55,2982.0,168.5,Toyota Fortuner
1502,Mumbai,2011,40000,Petrol,Automatic,Second,5.0,14.5,11.74,1796.0,186.0,Mercedes-Benz New C-Class
1503,Hyderabad,2016,30112,Diesel,Manual,First,5.0,7.79,27.39,1248.0,74.0,Maruti Baleno
1504,Kochi,2017,43775,Diesel,Manual,First,7.0,8.27,20.77,1248.0,88.76,Maruti Ertiga
1505,Kochi,2019,26013,Diesel,Automatic,First,5.0,97.07,12.65,2993.0,255.0,Land Rover Range Rover
1507,Hyderabad,2008,95000,Petrol,Automatic,Second,5.0,3.0,12.9,1799.0,130.0,Honda Civic
1509,Mumbai,2011,41988,Diesel,Automatic,First,5.0,5.45,20.0,1968.0,138.1,Skoda Laura
1510,Delhi,2013,72486,Diesel,Manual,First,5.0,3.95,23.4,1248.0,74.0,Maruti Swift
1512,Delhi,2013,40000,Petrol,Manual,First,5.0,4.25,17.5,1298.0,85.8,Maruti Swift
1513,Bangalore,2014,56000,Diesel,Automatic,First,5.0,34.5,12.7,2179.0,187.7,Land Rover Range Rover
1514,Mumbai,2008,125000,Petrol,Automatic,Third,5.0,2.6,11.7,2354.0,177.6,Honda Accord
1515,Kochi,2017,29219,Diesel,Manual,First,8.0,13.48,12.99,2494.0,100.6,Toyota Innova
1516,Hyderabad,2018,39927,Diesel,Manual,First,7.0,32.1,12.55,2982.0,168.5,Toyota Fortuner
1517,Kochi,2018,38593,Petrol,Manual,First,5.0,6.17,18.7,1199.0,88.7,Honda Jazz
1518,Kolkata,2015,32000,Petrol,Manual,First,5.0,5.5,17.0,1497.0,118.0,Honda City
1519,Hyderabad,2017,28226,Diesel,Automatic,First,5.0,9.15,28.4,1248.0,73.75,Maruti Dzire
1520,Pune,2014,95000,Diesel,Manual,First,5.0,4.5,21.64,1461.0,84.8,Nissan Sunny
1521,Chennai,2014,194000,Diesel,Manual,First,8.0,10.5,12.99,2494.0,100.6,Toyota Innova
1522,Coimbatore,2016,14821,Petrol,Manual,First,5.0,5.37,19.4,1198.0,86.8,Honda Brio
1523,Bangalore,2012,52000,Petrol,Manual,First,5.0,5.45,15.04,1598.0,103.6,Volkswagen Vento
1524,Mumbai,2016,33000,Diesel,Manual,First,7.0,9.25,16.0,2179.0,140.0,Mahindra XUV500
1525,Chennai,2016,29200,Diesel,Manual,First,5.0,7.7,23.0,1498.0,98.96,Ford EcoSport
1527,Chennai,2012,49000,Petrol,Manual,First,5.0,3.0,20.36,1197.0,78.9,Hyundai i10
1528,Hyderabad,2005,299322,Diesel,Manual,First,8.0,4.0,12.8,2494.0,102.0,Toyota Innova
1529,Coimbatore,2018,38310,Diesel,Manual,First,5.0,6.69,20.65,1248.0,88.7,Tata Zest
1530,Delhi,2014,56000,Diesel,Manual,First,5.0,4.25,22.9,1248.0,74.0,Maruti Swift
1531,Kolkata,2017,31300,Diesel,Automatic,First,5.0,10.5,21.72,1498.0,108.4,Skoda Rapid
1532,Coimbatore,2019,11241,Diesel,Manual,First,8.0,22.55,13.68,2393.0,147.8,Toyota Innova
1533,Pune,2014,48000,Petrol,Manual,Second,5.0,5.2,17.01,1591.0,121.3,Hyundai Verna
1534,Coimbatore,2019,23882,Petrol,Manual,First,5.0,11.87,17.4,1497.0,117.3,Honda City
1535,Hyderabad,2014,65000,Diesel,Manual,First,5.0,6.99,26.0,1498.0,98.6,Honda City
1536,Jaipur,2011,50000,Diesel,Manual,First,5.0,5.0,20.54,1598.0,103.6,Volkswagen Vento
1537,Chennai,2014,25000,Diesel,Automatic,First,5.0,44.0,12.19,2967.0,236.0,Audi Q5
1538,Chennai,2015,21000,Petrol,Manual,First,5.0,2.79,22.74,796.0,47.3,Maruti Alto
1540,Delhi,2016,68000,Petrol,Manual,First,5.0,9.85,15.29,1591.0,121.3,Hyundai Creta
1543,Mumbai,2011,74000,Diesel,Manual,Second,5.0,3.75,22.32,1582.0,126.3,Hyundai Verna
1546,Hyderabad,2013,34834,Petrol,Manual,First,5.0,2.6,14.0,796.0,35.0,Maruti Omni
1548,Coimbatore,2016,38730,Diesel,Automatic,First,5.0,29.98,14.21,2143.0,203.0,Mercedes-Benz E-Class
1549,Kochi,2016,57390,Diesel,Manual,First,5.0,6.73,19.01,1461.0,108.45,Renault Duster
1550,Kolkata,2016,100000,Diesel,Manual,First,5.0,3.5,23.4,1248.0,74.0,Maruti Swift
1551,Kolkata,2011,50000,Petrol,Manual,First,5.0,2.35,16.47,1198.0,73.9,Volkswagen Polo
1552,Coimbatore,2017,64961,Diesel,Manual,First,7.0,16.13,16.0,2179.0,140.0,Mahindra XUV500
1553,Coimbatore,2014,72465,Petrol,Manual,First,5.0,5.9,16.47,1198.0,74.0,Volkswagen Polo
1554,Hyderabad,2012,68776,Petrol,Manual,First,5.0,3.9,21.1,1197.0,85.8,Maruti Ritz
1556,Delhi,2012,68000,Diesel,Manual,First,7.0,6.95,12.8,2494.0,102.0,Toyota Innova
1557,Delhi,2015,33000,Diesel,Manual,First,5.0,7.0,26.0,1498.0,98.6,Honda City
1559,Mumbai,2012,90000,Diesel,Manual,First,5.0,3.81,21.5,1248.0,88.8,Maruti SX4
1560,Chennai,2012,42000,Petrol,Manual,Third,5.0,4.5,18.6,1197.0,85.8,Maruti Swift
1561,Pune,2017,38767,Diesel,Manual,First,5.0,12.6,19.67,1582.0,126.2,Hyundai Creta
1562,Bangalore,2015,21000,Diesel,Automatic,First,7.0,48.0,12.07,2967.0,241.4,Audi Q7
1563,Coimbatore,2010,59136,Petrol,Manual,First,5.0,2.96,19.7,796.0,46.3,Maruti Alto
1564,Kolkata,2014,36000,Diesel,Manual,First,5.0,3.25,25.8,1498.0,98.6,Honda Amaze
1566,Mumbai,2013,51000,Diesel,Automatic,First,5.0,8.75,19.5,1582.0,126.24,Hyundai Elantra
1567,Kochi,2011,36411,Petrol,Manual,First,5.0,3.08,18.9,998.0,67.1,Maruti WagonR
1569,Pune,2016,27300,Petrol,Manual,First,5.0,7.0,17.8,1497.0,117.3,Honda City
1570,Kochi,2011,29813,Petrol,Automatic,Second,5.0,11.5,14.74,1991.0,181.03,Mercedes-Benz New C-Class
1571,Pune,2011,71000,Petrol,Manual,First,5.0,2.6,20.51,998.0,67.04,Maruti WagonR
1572,Kolkata,2014,32000,Diesel,Manual,First,5.0,4.3,22.32,1582.0,126.3,Hyundai Verna
1573,Mumbai,2017,19234,CNG,Manual,First,7.0,8.35,17.5,1373.0,80.46,Maruti Ertiga
1575,Pune,2011,102000,Diesel,Automatic,First,5.0,13.75,15.06,1995.0,177.0,BMW X1
1576,Kolkata,2014,42277,Diesel,Manual,First,5.0,3.85,24.0,1186.0,73.97,Hyundai Grand
1577,Mumbai,2014,46000,Diesel,Automatic,First,5.0,23.25,13.0,2143.0,201.1,Mercedes-Benz E-Class
1579,Bangalore,2015,50000,Petrol,Manual,First,5.0,5.75,18.9,1197.0,82.0,Hyundai Grand
1580,Mumbai,2008,62000,Petrol,Manual,Second,5.0,1.65,20.36,1197.0,78.9,Hyundai i10
1581,Mumbai,2012,78000,Diesel,Manual,First,5.0,6.5,19.33,1968.0,138.1,Volkswagen Jetta
1583,Kochi,2019,6773,Diesel,Automatic,First,7.0,72.94,14.75,2967.0,245.0,Audi Q7
1584,Chennai,2010,135000,Diesel,Manual,Second,7.0,11.0,11.5,2982.0,171.0,Toyota Fortuner
1585,Kochi,2013,36716,Petrol,Manual,First,5.0,3.02,18.9,1061.0,67.0,Maruti WagonR
1586,Coimbatore,2013,65060,Petrol,Manual,First,5.0,3.32,21.1,814.0,55.2,Hyundai EON
1587,Delhi,2013,33000,Petrol,Manual,First,5.0,3.24,19.4,1198.0,86.8,Honda Brio
1588,Kolkata,2015,11110,Petrol,Manual,First,5.0,2.35,22.74,796.0,47.3,Maruti Alto
1590,Mumbai,2015,27030,Petrol,Manual,First,5.0,6.75,17.8,1497.0,117.3,Honda City
1591,Mumbai,2015,19600,Petrol,Manual,First,5.0,6.15,15.0,1598.0,103.52,Skoda Rapid
1592,Pune,2016,27755,Petrol,Manual,First,5.0,5.45,22.0,1197.0,81.8,Maruti Swift
1593,Hyderabad,2013,20000,Petrol,Manual,Second,5.0,2.3,21.1,814.0,55.2,Hyundai EON
1594,Kochi,2015,24782,Petrol,Manual,First,5.0,6.21,20.85,1197.0,83.14,Maruti Swift
1595,Coimbatore,2014,47303,Petrol,Automatic,First,5.0,5.21,19.34,1198.0,76.0,Nissan Micra
1596,Delhi,2008,71000,Petrol,Automatic,First,7.0,11.99,8.3,4134.0,250.0,Audi Q7
1597,Pune,2010,135000,Diesel,Manual,First,5.0,3.1,17.8,1248.0,75.0,Maruti Swift
1599,Kolkata,2016,29000,Diesel,Manual,First,5.0,4.0,20.14,1498.0,88.8,Volkswagen Polo
1600,Kochi,2016,36367,Petrol,Manual,First,5.0,7.73,17.8,1497.0,117.3,Honda City
1601,Bangalore,2015,38000,Petrol,Manual,First,5.0,7.8,17.4,1497.0,117.3,Honda City
1603,Jaipur,2014,82621,Diesel,Manual,First,5.0,4.42,20.14,1498.0,88.8,Volkswagen Polo
1605,Kolkata,2016,54000,Diesel,Manual,First,7.0,13.0,16.0,2179.0,140.0,Mahindra XUV500
1606,Kochi,2015,61691,Diesel,Manual,First,5.0,5.38,25.8,1498.0,98.6,Honda Amaze
1607,Chennai,2011,32200,Petrol,Manual,Second,5.0,3.25,17.0,1197.0,80.0,Hyundai i20
1608,Jaipur,2016,68630,Petrol,Automatic,First,5.0,3.87,20.51,998.0,67.0,Maruti WagonR
1609,Mumbai,2014,61000,Diesel,Automatic,Second,5.0,8.25,16.96,1968.0,138.03,Volkswagen Jetta
1610,Mumbai,2018,32644,Petrol,Manual,First,5.0,9.28,20.73,1373.0,91.1,Maruti Ciaz
1611,Delhi,2012,85000,Diesel,Automatic,First,7.0,6.25,11.79,2179.0,120.0,Mahindra Scorpio
1613,Kochi,2016,40347,Petrol,Manual,First,5.0,7.8,20.73,1373.0,91.2,Maruti Ciaz
1614,Hyderabad,2012,60788,Diesel,Manual,First,5.0,4.5,23.0,1396.0,90.0,Hyundai i20
1615,Kochi,2018,18664,Petrol,Manual,First,5.0,7.56,18.7,1199.0,88.7,Honda Jazz
1616,Coimbatore,2017,57847,Diesel,Manual,First,7.0,16.08,16.0,2179.0,140.0,Mahindra XUV500
1617,Bangalore,2012,52237,Petrol,Manual,First,5.0,4.5,17.0,1197.0,80.0,Hyundai i20
1618,Chennai,2012,128000,Diesel,Manual,First,5.0,5.0,22.32,1582.0,126.32,Hyundai Verna
1619,Delhi,2011,54000,Petrol,Manual,First,5.0,2.2,19.81,1086.0,68.05,Hyundai i10
1620,Bangalore,2014,49800,Petrol,Automatic,First,5.0,4.0,23.1,998.0,67.04,Maruti Celerio
1622,Delhi,2015,60095,Diesel,Manual,First,5.0,4.75,25.2,1248.0,74.0,Maruti Swift
1623,Pune,2008,68000,Petrol,Manual,Second,5.0,2.0,16.0,1086.0,66.7,Hyundai i10
1624,Jaipur,2010,81402,Petrol,Manual,Second,5.0,2.1,20.36,1197.0,78.9,Hyundai i10
1625,Mumbai,2013,38000,Petrol,Automatic,First,5.0,6.25,16.5,1499.0,110.0,Ford Ecosport
1626,Kochi,2011,92239,Diesel,Automatic,Second,5.0,10.6,11.5,2987.0,210.0,Mercedes-Benz E-Class
1627,Ahmedabad,2017,49224,Diesel,Manual,First,5.0,6.0,25.2,1248.0,74.0,Maruti Swift
1629,Pune,2010,54898,Petrol,Manual,Third,5.0,2.5,16.1,1298.0,88.2,Maruti Swift
1630,Mumbai,2018,2500,Petrol,Manual,First,5.0,12.75,15.29,1591.0,121.3,Hyundai Creta
1631,Kochi,2017,32838,Diesel,Automatic,First,5.0,30.29,17.05,1995.0,190.0,BMW X1
1633,Kochi,2017,75445,Diesel,Manual,First,5.0,7.54,22.7,1498.0,89.84,Ford Ecosport
1634,Kochi,2015,46601,Petrol,Manual,First,5.0,6.84,20.73,1373.0,91.1,Maruti Ciaz
1636,Pune,2017,27000,Diesel,Manual,First,5.0,8.0,27.3,1498.0,98.6,Honda Jazz
1637,Coimbatore,2016,68193,Diesel,Automatic,First,5.0,24.74,17.11,1968.0,174.33,Audi A4
1638,Kochi,2017,34429,Diesel,Manual,First,5.0,5.5,24.0,1120.0,70.0,Hyundai Grand
1640,Coimbatore,2013,80544,Diesel,Manual,First,7.0,11.79,12.99,2494.0,100.6,Toyota Innova
1641,Jaipur,2011,42000,Petrol,Manual,Second,5.0,3.0,16.95,1498.0,97.7,Nissan Sunny
1642,Bangalore,2011,94821,Diesel,Automatic,Second,5.0,6.75,20.0,1968.0,138.1,Skoda Laura
1645,Hyderabad,2010,79894,Diesel,Manual,First,5.0,3.4,21.1,1248.0,73.9,Maruti Ritz
1646,Coimbatore,2011,44748,Petrol,Manual,Second,5.0,4.89,16.47,1198.0,73.9,Volkswagen Polo
1647,Mumbai,2013,31000,Petrol,Manual,First,5.0,4.95,13.24,1598.0,102.5,Nissan Terrano
1649,Pune,2011,32000,Diesel,Manual,First,5.0,3.85,23.59,1364.0,76.91,Toyota Etios
1650,Pune,2014,43772,Petrol,Manual,First,5.0,6.35,17.0,1497.0,118.0,Honda City
1651,Coimbatore,2017,23576,Petrol,Automatic,First,5.0,7.08,18.9,1197.0,82.0,Hyundai Grand
1653,Kolkata,2012,62000,Diesel,Manual,First,8.0,6.25,12.05,2179.0,120.0,Mahindra Scorpio
1654,Mumbai,2011,36000,Petrol,Automatic,First,5.0,10.15,11.74,1796.0,186.0,Mercedes-Benz New C-Class
1655,Delhi,2014,80000,Petrol,Automatic,First,5.0,10.75,13.7,1798.0,157.75,Skoda Superb
1657,Delhi,2010,61001,Diesel,Manual,First,8.0,4.75,12.05,2179.0,120.0,Mahindra Scorpio
1658,Coimbatore,2015,52191,Petrol,Manual,First,5.0,7.78,17.1,1591.0,121.3,Hyundai Verna
1659,Hyderabad,2016,77076,Diesel,Manual,First,5.0,6.75,23.0,1396.0,90.0,Hyundai i20
1660,Hyderabad,2008,56000,Petrol,Automatic,First,5.0,2.99,16.4,1497.0,78.0,Honda City
1661,Kolkata,2013,21000,Petrol,Manual,First,5.0,2.35,20.36,1197.0,78.9,Hyundai i10
1662,Delhi,2013,89429,Diesel,Manual,First,5.0,3.65,25.8,1498.0,98.6,Honda Amaze
1663,Delhi,2012,45631,Petrol,Manual,Second,5.0,2.74,22.5,998.0,67.04,Maruti WagonR
1664,Jaipur,2013,53959,Petrol,Manual,First,5.0,3.5,19.4,1198.0,86.8,Honda Brio
1665,Kochi,2014,55804,Petrol,Manual,First,5.0,4.76,17.0,1197.0,80.0,Hyundai i20
1666,Kochi,2016,25899,Petrol,Manual,First,5.0,6.2,15.04,1598.0,103.2,Volkswagen Vento
1667,Pune,2008,82000,Diesel,Manual,Second,5.0,2.35,18.7,1896.0,66.0,Skoda Octavia
1668,Mumbai,2014,52000,Diesel,Automatic,First,5.0,24.5,13.0,2143.0,204.0,Mercedes-Benz E-Class
1669,Pune,2013,20000,Petrol,Manual,First,5.0,6.0,13.24,1598.0,102.57,Renault Duster
1670,Hyderabad,2017,31829,Petrol,Manual,First,5.0,3.65,21.1,814.0,55.2,Hyundai EON
1671,Coimbatore,2016,18094,Petrol,Manual,Second,5.0,6.26,18.6,1197.0,85.8,Maruti Swift
1672,Jaipur,2011,80000,Diesel,Manual,Second,5.0,2.1,19.5,1461.0,68.6,Nissan Micra
1673,Mumbai,2015,11964,Diesel,Automatic,First,5.0,32.95,13.22,2967.0,241.4,Audi Q5
1674,Coimbatore,2018,22684,Petrol,Manual,First,5.0,7.8,18.6,1197.0,81.83,Hyundai i20
1675,Bangalore,2014,43521,Petrol,Manual,First,5.0,4.25,19.4,1198.0,86.8,Honda Brio
1676,Kochi,2014,49386,Petrol,Manual,First,5.0,4.86,17.5,1298.0,85.8,Maruti Swift
1677,Delhi,2017,12248,Petrol,Manual,First,5.0,4.9,18.9,1197.0,81.86,Hyundai Grand
1678,Coimbatore,2014,67771,Diesel,Manual,First,8.0,7.06,11.68,2498.0,112.0,Mahindra Xylo
1679,Delhi,2015,60007,Petrol,Automatic,First,4.0,4.5,17.21,1798.0,189.0,Volkswagen Polo
1680,Coimbatore,2011,48624,Petrol,Manual,First,5.0,3.22,24.07,998.0,67.1,Maruti Alto
1681,Kolkata,2014,30000,Diesel,Manual,First,5.0,3.25,22.07,1199.0,73.9,Volkswagen Polo
1682,Delhi,2016,81605,Petrol,Manual,First,5.0,4.53,18.9,1197.0,82.0,Hyundai Grand
1683,Coimbatore,2017,32642,Diesel,Automatic,First,5.0,34.78,14.84,2143.0,170.0,Mercedes-Benz New C-Class
1684,Pune,2014,34200,Petrol,Automatic,First,5.0,6.5,15.74,1591.0,121.3,Hyundai Verna
1686,Pune,2011,156347,Diesel,Manual,Second,8.0,8.0,12.99,2494.0,100.0,Toyota Innova
1688,Coimbatore,2015,61738,Diesel,Manual,First,5.0,5.39,20.14,1498.0,88.8,Volkswagen Polo
1689,Kochi,2018,32586,Diesel,Automatic,First,5.0,37.3,22.48,1995.0,190.0,BMW 5 Series
1691,Mumbai,2012,51000,Diesel,Automatic,First,5.0,22.25,11.74,2987.0,254.8,Mercedes-Benz M-Class
1692,Kochi,2018,10393,Petrol,Manual,First,5.0,6.03,18.9,1197.0,81.86,Hyundai Grand
1693,Mumbai,2011,46000,Petrol,Automatic,First,5.0,4.9,13.7,1798.0,157.75,Skoda Superb
1694,Chennai,2013,21000,Petrol,Automatic,First,5.0,3.96,16.95,1197.0,78.9,Hyundai i10
1695,Hyderabad,2011,113562,Diesel,Manual,First,5.0,4.6,23.0,1396.0,90.0,Hyundai i20
1696,Mumbai,2011,100010,Diesel,Manual,Second,8.0,5.5,12.05,2179.0,120.0,Mahindra Scorpio
1697,Mumbai,2013,63107,Petrol,Manual,First,5.0,3.25,19.4,1198.0,86.8,Honda Brio
1698,Jaipur,2017,58500,Petrol,Manual,First,5.0,6.25,18.6,1197.0,81.83,Hyundai i20
1700,Chennai,2011,108242,Diesel,Manual,First,5.0,4.25,16.8,1493.0,110.0,Hyundai Verna
1701,Pune,2011,146300,Diesel,Manual,First,7.0,12.25,11.5,2982.0,171.0,Toyota Fortuner
1702,Pune,2011,62943,Diesel,Automatic,Second,5.0,10.95,17.05,1995.0,184.0,BMW X1
1703,Delhi,2013,65000,Diesel,Automatic,First,7.0,16.5,12.55,2982.0,168.5,Toyota Fortuner
1704,Pune,2018,1700,Petrol,Automatic,First,5.0,7.8,19.0,1199.0,88.76,Honda Amaze
1705,Kochi,2013,34697,Petrol,Manual,First,5.0,3.7,19.81,1086.0,68.05,Hyundai i10
1706,Hyderabad,2012,58000,Petrol,Manual,First,5.0,4.0,17.0,1197.0,80.0,Hyundai i20
1707,Mumbai,2015,32500,Diesel,Automatic,First,5.0,26.75,19.59,1995.0,187.74,BMW 3 Series
1708,Coimbatore,2016,58661,Diesel,Automatic,First,5.0,28.03,15.17,1968.0,181.0,Audi Q3
1709,Kochi,2017,37124,Petrol,Manual,First,5.0,5.44,20.4,1197.0,81.8,Maruti Swift
1710,Delhi,2017,44000,Petrol,Automatic,First,5.0,6.2,21.4,1197.0,83.1,Maruti Baleno
1712,Mumbai,2016,11000,Petrol,Manual,First,5.0,3.95,18.5,1197.0,85.8,Maruti Ritz
1713,Pune,2011,65000,Petrol,Manual,Second,4.0,0.44,26.0,624.0,35.0,Tata Nano
1714,Ahmedabad,2012,55005,Diesel,Manual,First,5.0,2.75,20.0,1399.0,68.0,Ford Figo
1717,Hyderabad,2015,169000,Diesel,Manual,First,7.0,5.0,14.95,2489.0,93.7,Mahindra Xylo
1718,Hyderabad,2013,67263,Petrol,Manual,First,5.0,3.6,18.9,998.0,67.1,Maruti WagonR
1719,Kochi,2012,44223,Petrol,Manual,First,5.0,3.99,17.6,1496.0,88.7,Toyota Etios
1720,Coimbatore,2015,36840,Petrol,Manual,First,5.0,5.64,18.9,1197.0,82.0,Hyundai Grand
1721,Pune,2014,160000,Diesel,Manual,First,8.0,12.0,12.99,2494.0,100.0,Toyota Innova
1722,Kolkata,2008,133000,Diesel,Manual,First,5.0,0.7,16.8,1405.0,62.0,Tata Indica
